"","id","obs","time","public","observation","l","q"
"1","id1","t1",0.5,0,4,-0.707106781186548,0.408248290463863
"2","id2","t2",1.5,0,6,-7.85046229341888e-17,-0.816496580927726
"3","id3","t3",2.5,0,6,0.707106781186547,0.408248290463863
"4","id4","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"5","id5","t2",1.5,0,5,-7.85046229341888e-17,-0.816496580927726
"6","id6","t3",2.5,0,5,0.707106781186547,0.408248290463863
"7","id7","t1",0.5,0,1,-0.707106781186548,0.408248290463863
"8","id8","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"9","id9","t3",2.5,0,3,0.707106781186547,0.408248290463863
"10","id10","t1",0.5,0,2,-0.707106781186548,0.408248290463863
"11","id11","t2",1.5,0,2,-7.85046229341888e-17,-0.816496580927726
"12","id12","t3",2.5,0,4,0.707106781186547,0.408248290463863
"13","id13","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"14","id14","t2",1.5,0,4,-7.85046229341888e-17,-0.816496580927726
"15","id15","t3",2.5,0,5,0.707106781186547,0.408248290463863
"16","id16","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"17","id17","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"18","id18","t3",2.5,0,3,0.707106781186547,0.408248290463863
"19","id19","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"20","id20","t2",1.5,0,4,-7.85046229341888e-17,-0.816496580927726
"21","id21","t3",2.5,0,5,0.707106781186547,0.408248290463863
"22","id22","t1",0.5,0,2,-0.707106781186548,0.408248290463863
"23","id23","t2",1.5,0,1,-7.85046229341888e-17,-0.816496580927726
"24","id24","t3",2.5,0,1,0.707106781186547,0.408248290463863
"25","id25","t1",0.5,0,2,-0.707106781186548,0.408248290463863
"26","id26","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"27","id27","t3",2.5,0,4,0.707106781186547,0.408248290463863
"28","id28","t1",0.5,0,2,-0.707106781186548,0.408248290463863
"29","id29","t2",1.5,0,4,-7.85046229341888e-17,-0.816496580927726
"30","id30","t3",2.5,0,5,0.707106781186547,0.408248290463863
"31","id31","t1",0.5,0,2,-0.707106781186548,0.408248290463863
"32","id32","t2",1.5,0,1,-7.85046229341888e-17,-0.816496580927726
"33","id33","t3",2.5,0,1,0.707106781186547,0.408248290463863
"34","id34","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"35","id35","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"36","id36","t3",2.5,0,3,0.707106781186547,0.408248290463863
"37","id37","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"38","id38","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"39","id39","t3",2.5,0,4,0.707106781186547,0.408248290463863
"40","id40","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"41","id41","t2",1.5,0,5,-7.85046229341888e-17,-0.816496580927726
"42","id42","t3",2.5,0,6,0.707106781186547,0.408248290463863
"43","id43","t1",0.5,0,4,-0.707106781186548,0.408248290463863
"44","id44","t2",1.5,0,4,-7.85046229341888e-17,-0.816496580927726
"45","id45","t3",2.5,0,5,0.707106781186547,0.408248290463863
"46","id46","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"47","id47","t2",1.5,0,4,-7.85046229341888e-17,-0.816496580927726
"48","id48","t3",2.5,0,3,0.707106781186547,0.408248290463863
"49","id49","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"50","id50","t2",1.5,0,5,-7.85046229341888e-17,-0.816496580927726
"51","id51","t3",2.5,0,8,0.707106781186547,0.408248290463863
"52","id52","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"53","id53","t2",1.5,0,5,-7.85046229341888e-17,-0.816496580927726
"54","id54","t3",2.5,0,6,0.707106781186547,0.408248290463863
"55","id55","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"56","id56","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"57","id57","t3",2.5,0,5,0.707106781186547,0.408248290463863
"58","id58","t1",0.5,0,4,-0.707106781186548,0.408248290463863
"59","id59","t2",1.5,0,4,-7.85046229341888e-17,-0.816496580927726
"60","id60","t3",2.5,0,5,0.707106781186547,0.408248290463863
"61","id61","t1",0.5,0,4,-0.707106781186548,0.408248290463863
"62","id62","t2",1.5,0,5,-7.85046229341888e-17,-0.816496580927726
"63","id63","t3",2.5,0,6,0.707106781186547,0.408248290463863
"64","id64","t1",0.5,0,5,-0.707106781186548,0.408248290463863
"65","id65","t2",1.5,0,5,-7.85046229341888e-17,-0.816496580927726
"66","id66","t3",2.5,0,6,0.707106781186547,0.408248290463863
"67","id67","t1",0.5,0,4,-0.707106781186548,0.408248290463863
"68","id68","t2",1.5,0,4,-7.85046229341888e-17,-0.816496580927726
"69","id69","t3",2.5,0,5,0.707106781186547,0.408248290463863
"70","id70","t1",0.5,0,2,-0.707106781186548,0.408248290463863
"71","id71","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"72","id72","t3",2.5,0,3,0.707106781186547,0.408248290463863
"73","id73","t1",0.5,0,4,-0.707106781186548,0.408248290463863
"74","id74","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"75","id75","t3",2.5,0,3,0.707106781186547,0.408248290463863
"76","id76","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"77","id77","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"78","id78","t3",2.5,0,6,0.707106781186547,0.408248290463863
"79","id79","t1",0.5,0,2,-0.707106781186548,0.408248290463863
"80","id80","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"81","id81","t3",2.5,0,3,0.707106781186547,0.408248290463863
"82","id82","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"83","id83","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"84","id84","t3",2.5,0,3,0.707106781186547,0.408248290463863
"85","id85","t1",0.5,0,4,-0.707106781186548,0.408248290463863
"86","id86","t2",1.5,0,6,-7.85046229341888e-17,-0.816496580927726
"87","id87","t3",2.5,0,7,0.707106781186547,0.408248290463863
"88","id88","t1",0.5,0,4,-0.707106781186548,0.408248290463863
"89","id89","t2",1.5,0,4,-7.85046229341888e-17,-0.816496580927726
"90","id90","t3",2.5,0,5,0.707106781186547,0.408248290463863
"91","id91","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"92","id92","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"93","id93","t3",2.5,0,6,0.707106781186547,0.408248290463863
"94","id94","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"95","id95","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"96","id96","t3",2.5,0,4,0.707106781186547,0.408248290463863
"97","id97","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"98","id98","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"99","id99","t3",2.5,0,4,0.707106781186547,0.408248290463863
"100","id100","t1",0.5,0,2,-0.707106781186548,0.408248290463863
"101","id1","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"102","id2","t3",2.5,0,3,0.707106781186547,0.408248290463863
"103","id3","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"104","id4","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"105","id5","t3",2.5,0,3,0.707106781186547,0.408248290463863
"106","id6","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"107","id7","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"108","id8","t3",2.5,0,4,0.707106781186547,0.408248290463863
"109","id9","t1",0.5,0,4,-0.707106781186548,0.408248290463863
"110","id10","t2",1.5,0,4,-7.85046229341888e-17,-0.816496580927726
"111","id11","t3",2.5,0,4,0.707106781186547,0.408248290463863
"112","id12","t1",0.5,0,5,-0.707106781186548,0.408248290463863
"113","id13","t2",1.5,0,6,-7.85046229341888e-17,-0.816496580927726
"114","id14","t3",2.5,0,5,0.707106781186547,0.408248290463863
"115","id15","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"116","id16","t2",1.5,0,5,-7.85046229341888e-17,-0.816496580927726
"117","id17","t3",2.5,0,5,0.707106781186547,0.408248290463863
"118","id18","t1",0.5,0,4,-0.707106781186548,0.408248290463863
"119","id19","t2",1.5,0,4,-7.85046229341888e-17,-0.816496580927726
"120","id20","t3",2.5,0,3,0.707106781186547,0.408248290463863
"121","id21","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"122","id22","t2",1.5,0,4,-7.85046229341888e-17,-0.816496580927726
"123","id23","t3",2.5,0,4,0.707106781186547,0.408248290463863
"124","id24","t1",0.5,0,4,-0.707106781186548,0.408248290463863
"125","id25","t2",1.5,0,5,-7.85046229341888e-17,-0.816496580927726
"126","id26","t3",2.5,0,5,0.707106781186547,0.408248290463863
"127","id27","t1",0.5,0,2,-0.707106781186548,0.408248290463863
"128","id28","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"129","id29","t3",2.5,0,3,0.707106781186547,0.408248290463863
"130","id30","t1",0.5,0,4,-0.707106781186548,0.408248290463863
"131","id31","t2",1.5,0,4,-7.85046229341888e-17,-0.816496580927726
"132","id32","t3",2.5,0,6,0.707106781186547,0.408248290463863
"133","id33","t1",0.5,0,4,-0.707106781186548,0.408248290463863
"134","id34","t2",1.5,0,5,-7.85046229341888e-17,-0.816496580927726
"135","id35","t3",2.5,0,6,0.707106781186547,0.408248290463863
"136","id36","t1",0.5,0,4,-0.707106781186548,0.408248290463863
"137","id37","t2",1.5,0,5,-7.85046229341888e-17,-0.816496580927726
"138","id38","t3",2.5,0,4,0.707106781186547,0.408248290463863
"139","id39","t1",0.5,0,2,-0.707106781186548,0.408248290463863
"140","id40","t2",1.5,0,2,-7.85046229341888e-17,-0.816496580927726
"141","id41","t3",2.5,0,2,0.707106781186547,0.408248290463863
"142","id42","t1",0.5,0,4,-0.707106781186548,0.408248290463863
"143","id43","t2",1.5,0,6,-7.85046229341888e-17,-0.816496580927726
"144","id44","t3",2.5,0,7,0.707106781186547,0.408248290463863
"145","id45","t1",0.5,0,4,-0.707106781186548,0.408248290463863
"146","id46","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"147","id47","t3",2.5,0,4,0.707106781186547,0.408248290463863
"148","id48","t1",0.5,0,3,-0.707106781186548,0.408248290463863
"149","id49","t2",1.5,0,3,-7.85046229341888e-17,-0.816496580927726
"150","id50","t3",2.5,0,3,0.707106781186547,0.408248290463863
"151","id51","t1",0.5,1,2,-0.707106781186548,0.408248290463863
"152","id52","t2",1.5,1,2,-7.85046229341888e-17,-0.816496580927726
"153","id53","t3",2.5,1,1,0.707106781186547,0.408248290463863
"154","id54","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"155","id55","t2",1.5,1,4,-7.85046229341888e-17,-0.816496580927726
"156","id56","t3",2.5,1,2,0.707106781186547,0.408248290463863
"157","id57","t1",0.5,1,2,-0.707106781186548,0.408248290463863
"158","id58","t2",1.5,1,2,-7.85046229341888e-17,-0.816496580927726
"159","id59","t3",2.5,1,1,0.707106781186547,0.408248290463863
"160","id60","t1",0.5,1,4,-0.707106781186548,0.408248290463863
"161","id61","t2",1.5,1,3,-7.85046229341888e-17,-0.816496580927726
"162","id62","t3",2.5,1,2,0.707106781186547,0.408248290463863
"163","id63","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"164","id64","t2",1.5,1,3,-7.85046229341888e-17,-0.816496580927726
"165","id65","t3",2.5,1,3,0.707106781186547,0.408248290463863
"166","id66","t1",0.5,1,4,-0.707106781186548,0.408248290463863
"167","id67","t2",1.5,1,4,-7.85046229341888e-17,-0.816496580927726
"168","id68","t3",2.5,1,3,0.707106781186547,0.408248290463863
"169","id69","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"170","id70","t2",1.5,1,3,-7.85046229341888e-17,-0.816496580927726
"171","id71","t3",2.5,1,3,0.707106781186547,0.408248290463863
"172","id72","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"173","id73","t2",1.5,1,2,-7.85046229341888e-17,-0.816496580927726
"174","id74","t3",2.5,1,1,0.707106781186547,0.408248290463863
"175","id75","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"176","id76","t2",1.5,1,4,-7.85046229341888e-17,-0.816496580927726
"177","id77","t3",2.5,1,4,0.707106781186547,0.408248290463863
"178","id78","t1",0.5,1,2,-0.707106781186548,0.408248290463863
"179","id79","t2",1.5,1,2,-7.85046229341888e-17,-0.816496580927726
"180","id80","t3",2.5,1,1,0.707106781186547,0.408248290463863
"181","id81","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"182","id82","t2",1.5,1,2,-7.85046229341888e-17,-0.816496580927726
"183","id83","t3",2.5,1,1,0.707106781186547,0.408248290463863
"184","id84","t1",0.5,1,2,-0.707106781186548,0.408248290463863
"185","id85","t2",1.5,1,3,-7.85046229341888e-17,-0.816496580927726
"186","id86","t3",2.5,1,2,0.707106781186547,0.408248290463863
"187","id87","t1",0.5,1,2,-0.707106781186548,0.408248290463863
"188","id88","t2",1.5,1,2,-7.85046229341888e-17,-0.816496580927726
"189","id89","t3",2.5,1,2,0.707106781186547,0.408248290463863
"190","id90","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"191","id91","t2",1.5,1,3,-7.85046229341888e-17,-0.816496580927726
"192","id92","t3",2.5,1,2,0.707106781186547,0.408248290463863
"193","id93","t1",0.5,1,4,-0.707106781186548,0.408248290463863
"194","id94","t2",1.5,1,3,-7.85046229341888e-17,-0.816496580927726
"195","id95","t3",2.5,1,3,0.707106781186547,0.408248290463863
"196","id96","t1",0.5,1,4,-0.707106781186548,0.408248290463863
"197","id97","t2",1.5,1,6,-7.85046229341888e-17,-0.816496580927726
"198","id98","t3",2.5,1,6,0.707106781186547,0.408248290463863
"199","id99","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"200","id100","t2",1.5,1,4,-7.85046229341888e-17,-0.816496580927726
"201","id1","t3",2.5,1,3,0.707106781186547,0.408248290463863
"202","id2","t1",0.5,1,2,-0.707106781186548,0.408248290463863
"203","id3","t2",1.5,1,2,-7.85046229341888e-17,-0.816496580927726
"204","id4","t3",2.5,1,1,0.707106781186547,0.408248290463863
"205","id5","t1",0.5,1,2,-0.707106781186548,0.408248290463863
"206","id6","t2",1.5,1,2,-7.85046229341888e-17,-0.816496580927726
"207","id7","t3",2.5,1,1,0.707106781186547,0.408248290463863
"208","id8","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"209","id9","t2",1.5,1,3,-7.85046229341888e-17,-0.816496580927726
"210","id10","t3",2.5,1,2,0.707106781186547,0.408248290463863
"211","id11","t1",0.5,1,4,-0.707106781186548,0.408248290463863
"212","id12","t2",1.5,1,2,-7.85046229341888e-17,-0.816496580927726
"213","id13","t3",2.5,1,2,0.707106781186547,0.408248290463863
"214","id14","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"215","id15","t2",1.5,1,3,-7.85046229341888e-17,-0.816496580927726
"216","id16","t3",2.5,1,2,0.707106781186547,0.408248290463863
"217","id17","t1",0.5,1,4,-0.707106781186548,0.408248290463863
"218","id18","t2",1.5,1,4,-7.85046229341888e-17,-0.816496580927726
"219","id19","t3",2.5,1,3,0.707106781186547,0.408248290463863
"220","id20","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"221","id21","t2",1.5,1,3,-7.85046229341888e-17,-0.816496580927726
"222","id22","t3",2.5,1,1,0.707106781186547,0.408248290463863
"223","id23","t1",0.5,1,4,-0.707106781186548,0.408248290463863
"224","id24","t2",1.5,1,4,-7.85046229341888e-17,-0.816496580927726
"225","id25","t3",2.5,1,4,0.707106781186547,0.408248290463863
"226","id26","t1",0.5,1,2,-0.707106781186548,0.408248290463863
"227","id27","t2",1.5,1,3,-7.85046229341888e-17,-0.816496580927726
"228","id28","t3",2.5,1,3,0.707106781186547,0.408248290463863
"229","id29","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"230","id30","t2",1.5,1,6,-7.85046229341888e-17,-0.816496580927726
"231","id31","t3",2.5,1,5,0.707106781186547,0.408248290463863
"232","id32","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"233","id33","t2",1.5,1,3,-7.85046229341888e-17,-0.816496580927726
"234","id34","t3",2.5,1,1,0.707106781186547,0.408248290463863
"235","id35","t1",0.5,1,2,-0.707106781186548,0.408248290463863
"236","id36","t2",1.5,1,4,-7.85046229341888e-17,-0.816496580927726
"237","id37","t3",2.5,1,2,0.707106781186547,0.408248290463863
"238","id38","t1",0.5,1,6,-0.707106781186548,0.408248290463863
"239","id39","t2",1.5,1,6,-7.85046229341888e-17,-0.816496580927726
"240","id40","t3",2.5,1,5,0.707106781186547,0.408248290463863
"241","id41","t1",0.5,1,2,-0.707106781186548,0.408248290463863
"242","id42","t2",1.5,1,4,-7.85046229341888e-17,-0.816496580927726
"243","id43","t3",2.5,1,3,0.707106781186547,0.408248290463863
"244","id44","t1",0.5,1,4,-0.707106781186548,0.408248290463863
"245","id45","t2",1.5,1,4,-7.85046229341888e-17,-0.816496580927726
"246","id46","t3",2.5,1,2,0.707106781186547,0.408248290463863
"247","id47","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"248","id48","t2",1.5,1,4,-7.85046229341888e-17,-0.816496580927726
"249","id49","t3",2.5,1,4,0.707106781186547,0.408248290463863
"250","id50","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"251","id51","t2",1.5,1,4,-7.85046229341888e-17,-0.816496580927726
"252","id52","t3",2.5,1,3,0.707106781186547,0.408248290463863
"253","id53","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"254","id54","t2",1.5,1,2,-7.85046229341888e-17,-0.816496580927726
"255","id55","t3",2.5,1,1,0.707106781186547,0.408248290463863
"256","id56","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"257","id57","t2",1.5,1,4,-7.85046229341888e-17,-0.816496580927726
"258","id58","t3",2.5,1,3,0.707106781186547,0.408248290463863
"259","id59","t1",0.5,1,2,-0.707106781186548,0.408248290463863
"260","id60","t2",1.5,1,2,-7.85046229341888e-17,-0.816496580927726
"261","id61","t3",2.5,1,1,0.707106781186547,0.408248290463863
"262","id62","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"263","id63","t2",1.5,1,4,-7.85046229341888e-17,-0.816496580927726
"264","id64","t3",2.5,1,3,0.707106781186547,0.408248290463863
"265","id65","t1",0.5,1,2,-0.707106781186548,0.408248290463863
"266","id66","t2",1.5,1,3,-7.85046229341888e-17,-0.816496580927726
"267","id67","t3",2.5,1,3,0.707106781186547,0.408248290463863
"268","id68","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"269","id69","t2",1.5,1,3,-7.85046229341888e-17,-0.816496580927726
"270","id70","t3",2.5,1,2,0.707106781186547,0.408248290463863
"271","id71","t1",0.5,1,2,-0.707106781186548,0.408248290463863
"272","id72","t2",1.5,1,2,-7.85046229341888e-17,-0.816496580927726
"273","id73","t3",2.5,1,2,0.707106781186547,0.408248290463863
"274","id74","t1",0.5,1,2,-0.707106781186548,0.408248290463863
"275","id75","t2",1.5,1,2,-7.85046229341888e-17,-0.816496580927726
"276","id76","t3",2.5,1,2,0.707106781186547,0.408248290463863
"277","id77","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"278","id78","t2",1.5,1,3,-7.85046229341888e-17,-0.816496580927726
"279","id79","t3",2.5,1,2,0.707106781186547,0.408248290463863
"280","id80","t1",0.5,1,2,-0.707106781186548,0.408248290463863
"281","id81","t2",1.5,1,2,-7.85046229341888e-17,-0.816496580927726
"282","id82","t3",2.5,1,1,0.707106781186547,0.408248290463863
"283","id83","t1",0.5,1,4,-0.707106781186548,0.408248290463863
"284","id84","t2",1.5,1,5,-7.85046229341888e-17,-0.816496580927726
"285","id85","t3",2.5,1,5,0.707106781186547,0.408248290463863
"286","id86","t1",0.5,1,4,-0.707106781186548,0.408248290463863
"287","id87","t2",1.5,1,5,-7.85046229341888e-17,-0.816496580927726
"288","id88","t3",2.5,1,3,0.707106781186547,0.408248290463863
"289","id89","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"290","id90","t2",1.5,1,5,-7.85046229341888e-17,-0.816496580927726
"291","id91","t3",2.5,1,4,0.707106781186547,0.408248290463863
"292","id92","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"293","id93","t2",1.5,1,4,-7.85046229341888e-17,-0.816496580927726
"294","id94","t3",2.5,1,3,0.707106781186547,0.408248290463863
"295","id95","t1",0.5,1,3,-0.707106781186548,0.408248290463863
"296","id96","t2",1.5,1,4,-7.85046229341888e-17,-0.816496580927726
"297","id97","t3",2.5,1,4,0.707106781186547,0.408248290463863
"298","id98","t1",0.5,1,4,-0.707106781186548,0.408248290463863
"299","id99","t2",1.5,1,5,-7.85046229341888e-17,-0.816496580927726
"300","id100","t3",2.5,1,4,0.707106781186547,0.408248290463863
